Var	-LOG([Fdr (Pdat Gx)])	Model	Value	-LOG([Fdr (Pdat Gx)])	Model	Value	Var
ZNF609	1.069123793	Bulk (unadjusted)	-0.608695326	1.834457994	Cell contribution (adjusted)	-0.765678522	ZNF609
ZNF608	0.040970558	Bulk (unadjusted)	-0.125352296	0.243462312	Cell contribution (adjusted)	0.634081141	ZNF608
ZNF607	0.20241722	Bulk (unadjusted)	-0.314064304	0.0538307	Cell contribution (adjusted)	0.12486959	ZNF607
ZNF606	0.816030155	Bulk (unadjusted)	-1.213295808	0.579537282	Cell contribution (adjusted)	-0.876871534	ZNF606
ZNF605	0.096966179	Bulk (unadjusted)	-0.228321039	0.125026402	Cell contribution (adjusted)	0.244280129	ZNF605
ZNF600	0.006911827	Bulk (unadjusted)	0.024032103	0.060404001	Cell contribution (adjusted)	-0.133437216	ZNF600
ZNF599	0.496655266	Bulk (unadjusted)	-0.893379804	0.470892558	Cell contribution (adjusted)	-0.659282822	ZNF599
ZNF598	0.07153912	Bulk (unadjusted)	-0.244190548	2.164909275	Cell contribution (adjusted)	-0.844661281	ZNF598
ZNF597	1.071227342	Bulk (unadjusted)	0.575983843	0.920404648	Cell contribution (adjusted)	0.519865238	ZNF597
ZNF596	1.742452838	Bulk (unadjusted)	-1.250280307	0.711464289	Cell contribution (adjusted)	-0.503386603	ZNF596
ZNF595	0.017011641	Bulk (unadjusted)	-0.040763449	0.860491328	Cell contribution (adjusted)	0.626773254	ZNF595
ZNF594	0.195277706	Bulk (unadjusted)	-0.440592944	0.010407546	Cell contribution (adjusted)	0.041901812	ZNF594
ZNF593	1.887417456	Bulk (unadjusted)	0.787606943	0.02709172	Cell contribution (adjusted)	-0.116543284	ZNF593
ZNF592	1.131906562	Bulk (unadjusted)	-1.04017088	1.103615009	Cell contribution (adjusted)	-1.074266711	ZNF592
ZNF589	0.034431882	Bulk (unadjusted)	-0.084131762	0.023565036	Cell contribution (adjusted)	0.072197671	ZNF589
ZNF587B	0.459687756	Bulk (unadjusted)	0.490483394	0.374709958	Cell contribution (adjusted)	0.982663473	ZNF587B
ZNF587	0.037202792	Bulk (unadjusted)	0.145459064	0.055895912	Cell contribution (adjusted)	-0.179655656	ZNF587
ZNF586	0.04693739	Bulk (unadjusted)	0.190546209	0.065535978	Cell contribution (adjusted)	0.296678906	ZNF586
ZNF585B	0.569060029	Bulk (unadjusted)	-0.638178707	0.122374905	Cell contribution (adjusted)	-0.277896953	ZNF585B
ZNF585A	0.035647885	Bulk (unadjusted)	-0.181347502	0.188304813	Cell contribution (adjusted)	0.346999646	ZNF585A
ZNF584	0.626847519	Bulk (unadjusted)	-0.655108819	2.032311877	Cell contribution (adjusted)	-0.817408088	ZNF584
ZNF583	0.31713307	Bulk (unadjusted)	-0.288982004	0.086268264	Cell contribution (adjusted)	-0.132372847	ZNF583
ZNF582	0.047544959	Bulk (unadjusted)	-0.109586554	0.024821715	Cell contribution (adjusted)	0.055909267	ZNF582
ZNF581	0.219757423	Bulk (unadjusted)	0.511206702	0.137245032	Cell contribution (adjusted)	-0.285695371	ZNF581
ZNF580	0.021601341	Bulk (unadjusted)	-0.170596023	0.12251609	Cell contribution (adjusted)	-0.516752751	ZNF580
ZNF579	0.005703364	Bulk (unadjusted)	-0.039671874	0.239366255	Cell contribution (adjusted)	-0.466927942	ZNF579
ZNF578	2.138890177	Bulk (unadjusted)	-1.066830002	0.811980695	Cell contribution (adjusted)	-0.605355626	ZNF578
ZNF577	0.025947691	Bulk (unadjusted)	0.046818829	0.009582953	Cell contribution (adjusted)	0.013340703	ZNF577
ZNF576	0.033732038	Bulk (unadjusted)	-0.092385891	0.988529632	Cell contribution (adjusted)	-0.544125773	ZNF576
ZNF575	0.006784409	Bulk (unadjusted)	-0.044933712	0.016246302	Cell contribution (adjusted)	0.0727448	ZNF575
ZNF574	0.977142823	Bulk (unadjusted)	-0.548719702	2.301372082	Cell contribution (adjusted)	-0.882758213	ZNF574
ZNF573	0.202863476	Bulk (unadjusted)	-0.218116474	0.057941152	Cell contribution (adjusted)	-0.07382016	ZNF573
ZNF572	0.569470211	Bulk (unadjusted)	0.406402684	0.907430404	Cell contribution (adjusted)	0.51587478	ZNF572
ZNF571	0.420258634	Bulk (unadjusted)	-0.546881279	0.257677105	Cell contribution (adjusted)	-0.232968847	ZNF571
ZNF570	0.003267732	Bulk (unadjusted)	0.006776551	0.146307613	Cell contribution (adjusted)	0.154121388	ZNF570
ZNF569	0.327761038	Bulk (unadjusted)	-0.492501964	0.00170331	Cell contribution (adjusted)	-0.00520416	ZNF569
ZNF568	2.039772278	Bulk (unadjusted)	-0.820044259	0.962299884	Cell contribution (adjusted)	-0.53258617	ZNF568
ZNF567	0.146420434	Bulk (unadjusted)	0.247461194	1.43294669	Cell contribution (adjusted)	0.668721617	ZNF567
ZNF566	0.028443117	Bulk (unadjusted)	-0.089310925	0.101544396	Cell contribution (adjusted)	0.174105224	ZNF566
ZNF565	0.809755274	Bulk (unadjusted)	-1.010953135	0.074885527	Cell contribution (adjusted)	-0.252073985	ZNF565
ZNF564	0.02427696	Bulk (unadjusted)	-0.108658775	0.027227475	Cell contribution (adjusted)	-0.106957339	ZNF564
ZNF563	1.098599779	Bulk (unadjusted)	-0.585819135	0.493313749	Cell contribution (adjusted)	-0.357431689	ZNF563
ZNF562	1.851497647	Bulk (unadjusted)	0.781378424	0.7573037	Cell contribution (adjusted)	0.461572688	ZNF562
ZNF561	1.713794952	Bulk (unadjusted)	0.840129302	1.848495058	Cell contribution (adjusted)	0.776647499	ZNF561
ZNF560	0.04675254	Bulk (unadjusted)	0.124061595	0.055310726	Cell contribution (adjusted)	-0.117741608	ZNF560
ZNF559-ZNF177	3.052140897	Bulk (unadjusted)	-1.305077204	1.474882226	Cell contribution (adjusted)	-0.857335938	ZNF559-ZNF177
ZNF559	0.951878776	Bulk (unadjusted)	-0.540325029	0.120899478	Cell contribution (adjusted)	-0.133573741	ZNF559
ZNF558	0.12870335	Bulk (unadjusted)	0.290005191	0.264558033	Cell contribution (adjusted)	0.551793038	ZNF558
ZNF557	1.176753659	Bulk (unadjusted)	0.955332769	0.378879471	Cell contribution (adjusted)	0.380206355	ZNF557
ZNF556	0.2874278	Bulk (unadjusted)	-0.272546113	1.100150796	Cell contribution (adjusted)	-0.758609843	ZNF556
ZNF555	0.155250438	Bulk (unadjusted)	0.332001283	0.308557047	Cell contribution (adjusted)	0.403843637	ZNF555
ZNF554	1.807076328	Bulk (unadjusted)	-1.69077085	1.033839465	Cell contribution (adjusted)	-1.247314216	ZNF554
ZNF552	0.015087018	Bulk (unadjusted)	-0.10117105	0.131934148	Cell contribution (adjusted)	0.774189407	ZNF552
ZNF551	3.087593542	Bulk (unadjusted)	-1.028240311	2.967707673	Cell contribution (adjusted)	-1.013580363	ZNF551
ZNF550	0.197067344	Bulk (unadjusted)	-0.222911493	0.01774918	Cell contribution (adjusted)	0.051465246	ZNF550
ZNF549	0.036823126	Bulk (unadjusted)	0.06150804	0.11340898	Cell contribution (adjusted)	0.21247157	ZNF549
ZNF548	0.622922603	Bulk (unadjusted)	-0.717106395	0.074885527	Cell contribution (adjusted)	-0.24901921	ZNF548
ZNF547	0.309205281	Bulk (unadjusted)	-0.324689984	0.427076122	Cell contribution (adjusted)	-0.325602365	ZNF547
ZNF546	0.516810244	Bulk (unadjusted)	-0.384409461	0.110496253	Cell contribution (adjusted)	-0.138745353	ZNF546
ZNF544	0.130687207	Bulk (unadjusted)	0.604572329	0.090264287	Cell contribution (adjusted)	0.421366425	ZNF544
ZNF543	0.110198133	Bulk (unadjusted)	-0.178527309	0.063060393	Cell contribution (adjusted)	-0.099146166	ZNF543
ZNF541	2.698548175	Bulk (unadjusted)	-1.069905001	1.105417658	Cell contribution (adjusted)	-1.224847368	ZNF541
ZNF540	3.273910174	Bulk (unadjusted)	-1.066434101	1.430640699	Cell contribution (adjusted)	-0.667343296	ZNF540
ZNF536	0.12098432	Bulk (unadjusted)	-0.347671115	0.072108231	Cell contribution (adjusted)	-0.183505258	ZNF536
ZNF534	3.90385954	Bulk (unadjusted)	-1.515152808	1.981815125	Cell contribution (adjusted)	-1.014878564	ZNF534
ZNF532	0.378563678	Bulk (unadjusted)	-0.403613882	0.344887381	Cell contribution (adjusted)	-0.35507523	ZNF532
ZNF530	0.339756649	Bulk (unadjusted)	-0.378413914	0.356508906	Cell contribution (adjusted)	-0.362652771	ZNF530
ZNF529	0.051271888	Bulk (unadjusted)	-0.120700449	0.418559769	Cell contribution (adjusted)	0.321755892	ZNF529
ZNF528	0.055079609	Bulk (unadjusted)	-0.216874785	0.035519529	Cell contribution (adjusted)	-0.099260272	ZNF528
ZNF527	0.230891632	Bulk (unadjusted)	-0.563942194	0.11730026	Cell contribution (adjusted)	-0.310035409	ZNF527
ZNF526	0.054521665	Bulk (unadjusted)	-0.187891692	0.191748344	Cell contribution (adjusted)	-0.481499165	ZNF526
ZNF525	0.320050328	Bulk (unadjusted)	0.364765543	0.327455102	Cell contribution (adjusted)	0.34335395	ZNF525
ZNF524	0.675821893	Bulk (unadjusted)	-0.584088268	1.919191285	Cell contribution (adjusted)	-0.830999949	ZNF524
ZNF521	0.063433162	Bulk (unadjusted)	-0.198141786	0.360080904	Cell contribution (adjusted)	0.528322095	ZNF521
ZNF519	1.719787671	Bulk (unadjusted)	-0.748445822	0.711280301	Cell contribution (adjusted)	-0.445289314	ZNF519
ZNF518B	0.24874427	Bulk (unadjusted)	0.365763209	0.95967396	Cell contribution (adjusted)	0.535224954	ZNF518B
ZNF518A	0.33236945	Bulk (unadjusted)	0.297673035	0.392037046	Cell contribution (adjusted)	0.732017451	ZNF518A
ZNF517	6.263199213	Bulk (unadjusted)	-2.102158162	4.643306145	Cell contribution (adjusted)	-1.737603768	ZNF517
ZNF516	1.355454783	Bulk (unadjusted)	-0.778881553	0.235614255	Cell contribution (adjusted)	-0.349409488	ZNF516
ZNF514	0.090942206	Bulk (unadjusted)	-0.302929603	0.140403209	Cell contribution (adjusted)	-0.260708444	ZNF514
ZNF513	0.287262779	Bulk (unadjusted)	0.514471785	0.113161167	Cell contribution (adjusted)	-0.125864327	ZNF513
ZNF512B	0.084858218	Bulk (unadjusted)	-0.447083979	0.113502672	Cell contribution (adjusted)	-0.443281694	ZNF512B
ZNF512	0.957747833	Bulk (unadjusted)	-0.543959695	0.005553061	Cell contribution (adjusted)	-0.015134614	ZNF512
ZNF511	0.473963173	Bulk (unadjusted)	0.595258531	0.013136361	Cell contribution (adjusted)	0.049456265	ZNF511
ZNF510	0.209232404	Bulk (unadjusted)	-0.222338974	0.025937106	Cell contribution (adjusted)	0.047043926	ZNF510
ZNF507	0.328207771	Bulk (unadjusted)	-0.71518623	0.179139716	Cell contribution (adjusted)	-0.385835465	ZNF507
ZNF506	0.020922419	Bulk (unadjusted)	-0.037990484	0.264239798	Cell contribution (adjusted)	0.422509592	ZNF506
ZNF503	0.070317994	Bulk (unadjusted)	-0.221478015	1.311038472	Cell contribution (adjusted)	-0.643125114	ZNF503
ZNF502	0.442876022	Bulk (unadjusted)	-0.537826903	0.156306033	Cell contribution (adjusted)	-0.390985588	ZNF502
ZNF501	2.158979987	Bulk (unadjusted)	-0.849580621	0.253206884	Cell contribution (adjusted)	-0.230779881	ZNF501
ZNF500	0.266692737	Bulk (unadjusted)	-0.770462296	0.306205051	Cell contribution (adjusted)	-0.71817791	ZNF500
ZNF497	0.780533479	Bulk (unadjusted)	-0.48524554	1.263122817	Cell contribution (adjusted)	-0.622858718	ZNF497
ZNF496	0.15971398	Bulk (unadjusted)	-0.489063234	0.595562263	Cell contribution (adjusted)	-0.745819145	ZNF496
ZNF493	0.217942976	Bulk (unadjusted)	-0.228598637	0.065506813	Cell contribution (adjusted)	0.081975523	ZNF493
ZNF492	0.170206324	Bulk (unadjusted)	-0.244091735	0.019296758	Cell contribution (adjusted)	0.033636512	ZNF492
ZNF491	0.24111686	Bulk (unadjusted)	-0.436974145	0.068144488	Cell contribution (adjusted)	-0.141458515	ZNF491
ZNF490	0.151912531	Bulk (unadjusted)	-0.180979563	0.005586542	Cell contribution (adjusted)	0.025015612	ZNF490
ZNF488	2.381011804	Bulk (unadjusted)	-0.889627927	2.275256654	Cell contribution (adjusted)	-0.867002592	ZNF488
ZNF487	0.064113876	Bulk (unadjusted)	-0.120239911	0.754870469	Cell contribution (adjusted)	0.579835871	ZNF487
ZNF486	0.716778383	Bulk (unadjusted)	0.656516102	0.252272997	Cell contribution (adjusted)	0.456026343	ZNF486
ZNF485	0.025732022	Bulk (unadjusted)	0.056704178	0.166133859	Cell contribution (adjusted)	-0.241458937	ZNF485
ZNF484	0.253477746	Bulk (unadjusted)	0.613527177	0.149943261	Cell contribution (adjusted)	0.423848448	ZNF484
ZNF483	2.238531312	Bulk (unadjusted)	-0.859106406	1.334514712	Cell contribution (adjusted)	-0.65027954	ZNF483
ZNF480	0.040724152	Bulk (unadjusted)	-0.067625562	0.041816345	Cell contribution (adjusted)	-0.056792059	ZNF480
ZNF479	0.089291111	Bulk (unadjusted)	0.205489283	0.037905778	Cell contribution (adjusted)	0.08527648	ZNF479
ZNF474	0.827452515	Bulk (unadjusted)	0.500960075	0.068653147	Cell contribution (adjusted)	0.186178552	ZNF474
ZNF473	0.229189423	Bulk (unadjusted)	-0.236454582	0.463292518	Cell contribution (adjusted)	-0.511440589	ZNF473
ZNF471	3.380409339	Bulk (unadjusted)	-1.350786724	2.815955599	Cell contribution (adjusted)	-0.981056167	ZNF471
ZNF470	0.17244591	Bulk (unadjusted)	-0.219706031	0.177870506	Cell contribution (adjusted)	0.243670998	ZNF470
ZNF469	0.053280811	Bulk (unadjusted)	-0.209276475	1.392473444	Cell contribution (adjusted)	-0.657579526	ZNF469
ZNF468	0.147428001	Bulk (unadjusted)	-0.294748163	0.17453513	Cell contribution (adjusted)	0.620565926	ZNF468
ZNF467	0.196812528	Bulk (unadjusted)	0.621771517	0.133310504	Cell contribution (adjusted)	0.373206588	ZNF467
ZNF462	3.295017788	Bulk (unadjusted)	-1.074611671	0.975495573	Cell contribution (adjusted)	-0.835054431	ZNF462
ZNF461	0.60091427	Bulk (unadjusted)	-0.421878962	0.427076122	Cell contribution (adjusted)	-0.325673926	ZNF461
ZNF460	0.060569584	Bulk (unadjusted)	0.172944649	0.029411948	Cell contribution (adjusted)	-0.084114565	ZNF460
ZNF454	0.791751873	Bulk (unadjusted)	-0.614549096	0.233370594	Cell contribution (adjusted)	-0.271375339	ZNF454
ZNF451	0.239271673	Bulk (unadjusted)	0.458029779	1.093928483	Cell contribution (adjusted)	0.782908816	ZNF451
ZNF449	0.039179443	Bulk (unadjusted)	0.180516964	0.074715154	Cell contribution (adjusted)	-0.336508367	ZNF449
ZNF446	0.246638506	Bulk (unadjusted)	-0.736542872	3.790259831	Cell contribution (adjusted)	-1.294560784	ZNF446
ZNF445	1.085024388	Bulk (unadjusted)	-1.260814019	1.673796864	Cell contribution (adjusted)	-1.253637637	ZNF445
ZNF444	0.091495863	Bulk (unadjusted)	-0.406942902	0.659903315	Cell contribution (adjusted)	-1.025845161	ZNF444
ZNF443	1.558953154	Bulk (unadjusted)	0.707702608	1.629035829	Cell contribution (adjusted)	0.718282848	ZNF443
ZNF442	0.218614965	Bulk (unadjusted)	-0.499351815	0.173376383	Cell contribution (adjusted)	-0.338094285	ZNF442
ZNF441	0.02177903	Bulk (unadjusted)	-0.05785929	0.146484385	Cell contribution (adjusted)	0.196712866	ZNF441
ZNF440	0.781890308	Bulk (unadjusted)	-0.485044906	0.112464702	Cell contribution (adjusted)	-0.15371338	ZNF440
ZNF439	0.648525521	Bulk (unadjusted)	0.439024086	0.726982686	Cell contribution (adjusted)	0.558384164	ZNF439
ZNF438	0.011116474	Bulk (unadjusted)	-0.023404718	0.119955512	Cell contribution (adjusted)	-0.259834172	ZNF438
ZNF436	0.005877054	Bulk (unadjusted)	-0.011885895	0.924321136	Cell contribution (adjusted)	0.524329235	ZNF436
ZNF433	0.065792181	Bulk (unadjusted)	0.122932342	0.143642583	Cell contribution (adjusted)	0.19057713	ZNF433
ZNF432	0.084704442	Bulk (unadjusted)	-0.148332424	0.424362081	Cell contribution (adjusted)	0.405838507	ZNF432
ZNF431	0.009127522	Bulk (unadjusted)	-0.022707321	0.095855755	Cell contribution (adjusted)	-0.13897175	ZNF431
ZNF430	1.457825585	Bulk (unadjusted)	0.842319777	2.675003465	Cell contribution (adjusted)	0.95765713	ZNF430
ZNF429	4.022402131	Bulk (unadjusted)	-1.544128758	3.256077169	Cell contribution (adjusted)	-1.369495467	ZNF429
ZNF428	0.682558405	Bulk (unadjusted)	-0.663191936	1.206291791	Cell contribution (adjusted)	-1.125461834	ZNF428
ZNF426	0.141819477	Bulk (unadjusted)	-0.218013447	0.057429338	Cell contribution (adjusted)	-0.107866145	ZNF426
ZNF425	0.673500927	Bulk (unadjusted)	-0.557504882	1.838918558	Cell contribution (adjusted)	-0.769802668	ZNF425
ZNF423	2.067659703	Bulk (unadjusted)	-1.348011006	0.671765506	Cell contribution (adjusted)	-0.675739357	ZNF423
ZNF420	0.214190932	Bulk (unadjusted)	-0.719800517	0.116342242	Cell contribution (adjusted)	-0.298785441	ZNF420
ZNF419	0.351378711	Bulk (unadjusted)	-0.540661037	1.79566201	Cell contribution (adjusted)	-0.757360809	ZNF419
ZNF418	0.08199615	Bulk (unadjusted)	-0.330819065	0.074484942	Cell contribution (adjusted)	-0.274172121	ZNF418
ZNF417	0.175100253	Bulk (unadjusted)	-0.198301932	0.605345202	Cell contribution (adjusted)	-0.637197948	ZNF417
ZNF416	0.111807315	Bulk (unadjusted)	-0.182049836	0.038770141	Cell contribution (adjusted)	0.052988538	ZNF416
ZNF415	1.147720779	Bulk (unadjusted)	-0.610165256	0.16674481	Cell contribution (adjusted)	0.453350445	ZNF415
ZNF414	0.128799338	Bulk (unadjusted)	-0.500937474	0.49055492	Cell contribution (adjusted)	-0.812517133	ZNF414
ZNF410	1.168807334	Bulk (unadjusted)	0.887603628	0.551107622	Cell contribution (adjusted)	0.690945989	ZNF410
ZNF408	0.652624233	Bulk (unadjusted)	-0.453295362	0.856264383	Cell contribution (adjusted)	-0.789546353	ZNF408
ZNF407	0.42226446	Bulk (unadjusted)	0.40162471	0.013953797	Cell contribution (adjusted)	0.019123991	ZNF407
ZNF404	0.118680109	Bulk (unadjusted)	-0.203486775	0.143734513	Cell contribution (adjusted)	-0.236251649	ZNF404
ZNF398	0.008232425	Bulk (unadjusted)	0.023421071	0.121308339	Cell contribution (adjusted)	0.192088811	ZNF398
ZNF397	0.286017775	Bulk (unadjusted)	-0.348797389	0.386300614	Cell contribution (adjusted)	-0.30530641	ZNF397
ZNF396	0.337113435	Bulk (unadjusted)	-0.300318772	0.184998436	Cell contribution (adjusted)	0.183386324	ZNF396
ZNF395	0.165295265	Bulk (unadjusted)	-0.523151438	0.208181259	Cell contribution (adjusted)	-0.516779778	ZNF395
ZNF394	0.056604476	Bulk (unadjusted)	-0.146925359	0.221619655	Cell contribution (adjusted)	-0.541487513	ZNF394
ZNF391	0.848778873	Bulk (unadjusted)	-0.957489297	0.433590557	Cell contribution (adjusted)	-0.602885235	ZNF391
ZNF385D	0.933014289	Bulk (unadjusted)	0.535319848	3.360926	Cell contribution (adjusted)	1.093469258	ZNF385D
ZNF385C	0.085408731	Bulk (unadjusted)	0.119297222	0.295106375	Cell contribution (adjusted)	-0.256252468	ZNF385C
ZNF385B	0.673512541	Bulk (unadjusted)	-0.447427457	0.145098381	Cell contribution (adjusted)	0.323380284	ZNF385B
ZNF385A	0.052367283	Bulk (unadjusted)	-0.213155943	0.09582463	Cell contribution (adjusted)	-0.267659529	ZNF385A
ZNF384	0.024024246	Bulk (unadjusted)	-0.100740511	0.771888772	Cell contribution (adjusted)	-0.834640684	ZNF384
ZNF383	0.172490365	Bulk (unadjusted)	-0.475900851	0.18109954	Cell contribution (adjusted)	-0.406439604	ZNF383
ZNF382	0.077994475	Bulk (unadjusted)	0.222098663	0.147443543	Cell contribution (adjusted)	0.475422991	ZNF382
ZNF367	1.195353547	Bulk (unadjusted)	1.078347815	4.340417577	Cell contribution (adjusted)	1.283130628	ZNF367
ZNF366	0.081046236	Bulk (unadjusted)	0.114335533	0.179139716	Cell contribution (adjusted)	-0.260536842	ZNF366
ZNF365	0.333422332	Bulk (unadjusted)	-0.577142966	0.045762367	Cell contribution (adjusted)	0.084547802	ZNF365
ZNF362	0.418404035	Bulk (unadjusted)	-0.943578188	0.361699957	Cell contribution (adjusted)	-0.747764612	ZNF362
ZNF358	0.784676634	Bulk (unadjusted)	-0.486279772	0.686004073	Cell contribution (adjusted)	-0.739738493	ZNF358
ZNF354C	0.214061175	Bulk (unadjusted)	-0.226361173	0.081707537	Cell contribution (adjusted)	0.13376151	ZNF354C
ZNF354B	0.132227866	Bulk (unadjusted)	-0.205012583	0.137245032	Cell contribution (adjusted)	-0.184394148	ZNF354B
ZNF354A	0.732922255	Bulk (unadjusted)	0.46985269	0.494729121	Cell contribution (adjusted)	0.495268174	ZNF354A
ZNF350	0.1257023	Bulk (unadjusted)	-0.379921823	0.086121161	Cell contribution (adjusted)	0.126861017	ZNF350
ZNF347	0.248806097	Bulk (unadjusted)	0.250027597	0.94472926	Cell contribution (adjusted)	0.528433405	ZNF347
ZNF346	0.201571367	Bulk (unadjusted)	-0.217145173	0.489939174	Cell contribution (adjusted)	-0.355472617	ZNF346
ZNF345	0.217966569	Bulk (unadjusted)	-0.410570363	0.101529936	Cell contribution (adjusted)	-0.211070517	ZNF345
ZNF343	2.27809707	Bulk (unadjusted)	-0.871037121	1.160739057	Cell contribution (adjusted)	-0.599539047	ZNF343
ZNF341	0.03968626	Bulk (unadjusted)	-0.252226558	0.156306033	Cell contribution (adjusted)	-0.615431462	ZNF341
ZNF337	1.454526037	Bulk (unadjusted)	-0.686746217	0.807405885	Cell contribution (adjusted)	-0.561506318	ZNF337
ZNF335	0.066301965	Bulk (unadjusted)	-0.319897941	1.207900277	Cell contribution (adjusted)	-1.081841809	ZNF335
ZNF334	1.938692764	Bulk (unadjusted)	-0.798432248	0.752177541	Cell contribution (adjusted)	-0.460441998	ZNF334
ZNF333	0.103302159	Bulk (unadjusted)	-0.272547503	0.006155028	Cell contribution (adjusted)	-0.021581294	ZNF333
ZNF331	0.107925473	Bulk (unadjusted)	-0.141054461	0.116342242	Cell contribution (adjusted)	-0.146699199	ZNF331
ZNF330	0.03481899	Bulk (unadjusted)	0.059295584	0.226035256	Cell contribution (adjusted)	0.235192743	ZNF330
ZNF329	0.001007623	Bulk (unadjusted)	-0.002155842	0.322579573	Cell contribution (adjusted)	0.272154641	ZNF329
ZNF326	0.222032339	Bulk (unadjusted)	0.231323242	0.811677314	Cell contribution (adjusted)	0.481076859	ZNF326
ZNF324B	0.058523584	Bulk (unadjusted)	-0.185632258	0.179095101	Cell contribution (adjusted)	-0.328696433	ZNF324B
ZNF324	0.235556674	Bulk (unadjusted)	-0.666823748	0.664199887	Cell contribution (adjusted)	-0.995742424	ZNF324
ZNF322	0.164601552	Bulk (unadjusted)	0.238340619	0.523096558	Cell contribution (adjusted)	0.462954313	ZNF322
ZNF320	0.129122589	Bulk (unadjusted)	-0.271621427	0.128582643	Cell contribution (adjusted)	0.394590047	ZNF320
ZNF319	0.014628234	Bulk (unadjusted)	-0.096059027	0.051146297	Cell contribution (adjusted)	0.303395032	ZNF319
ZNF318	0.00779502	Bulk (unadjusted)	-0.045003877	0.044509966	Cell contribution (adjusted)	0.23809362	ZNF318
ZNF317	0.596082459	Bulk (unadjusted)	0.417600985	0.483759894	Cell contribution (adjusted)	0.353324468	ZNF317
ZNF316	0.130050836	Bulk (unadjusted)	-0.482938114	4.436971281	Cell contribution (adjusted)	-1.301814385	ZNF316
ZNF311	0.105471925	Bulk (unadjusted)	-0.138229905	0.074885527	Cell contribution (adjusted)	0.090689871	ZNF311
